Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780939281,100,,Aggregated,45.700000,0.000000,150,160,170,170,270,3500,4600,5100,7100,7500,7500,1238,0,150,443.1940675282703,26.947199999995064,7548.77149999993,15377.111470113086
1780939282,100,,Aggregated,43.400000,0.000000,150,160,160,170,260,3500,4600,5100,7100,7500,7500,1274,0,150,433.7439777864965,26.947199999995064,7548.77149999993,15529.511773940345
1780939283,100,,Aggregated,45.100000,0.000000,150,160,160,170,250,3500,4600,5100,7100,7500,7500,1327,0,150,421.9634504144648,26.947199999995064,7548.77149999993,15485.620949510174
1780939284,100,,Aggregated,44.700000,0.000000,150,160,160,170,250,3400,4600,5100,7100,7500,7500,1373,0,150,414.0376565185705,26.947199999995064,7548.77149999993,15635.811361981063
1780939285,100,,Aggregated,43.800000,0.000000,150,160,160,170,250,3300,4600,5000,7100,7500,7500,1419,0,150,409.3431429880188,26.947199999995064,7548.77149999993,15536.030303030304
1780939286,100,,Aggregated,44.500000,0.000000,150,160,160,170,240,3300,4600,5100,7200,7500,7500,1466,0,150,407.6683343792622,26.947199999995064,7548.77149999993,15474.778990450204
1780939287,100,,Aggregated,44.800000,0.000000,150,160,160,170,240,3200,4500,5000,7200,7500,7500,1507,0,150,402.5486661579293,26.947199999995064,7548.77149999993,15478.96682149967
1780939288,100,,Aggregated,44.400000,0.000000,150,160,160,170,240,3200,4500,5000,7200,7500,7500,1560,0,150,392.77684044871705,26.947199999995064,7548.77149999993,15599.897435897436
1780939289,100,,Aggregated,44.700000,0.000000,150,160,160,170,240,3100,4500,5000,7200,7500,7500,1603,0,150,386.12935140361645,26.947199999995064,7548.77149999993,15578.78727386151
1780939290,100,,Aggregated,45.800000,0.000000,150,160,160,170,240,2800,4500,5000,7200,7500,7500,1653,0,150,377.7744604960676,26.947199999995064,7548.77149999993,15769.883242589232
1780939291,100,,Aggregated,45.600000,0.000000,150,160,160,170,230,2800,4500,5000,7200,7500,7500,1692,0,150,372.15340774231686,26.947199999995064,7548.77149999993,15805.063238770686
1780939292,100,,Aggregated,46.400000,0.000000,150,160,160,170,230,2700,4500,4900,7200,7500,7500,1738,0,150,365.02076168009296,26.947199999995064,7548.77149999993,15924.649597238205
1780939293,100,,Aggregated,45.400000,0.000000,150,160,160,170,230,2600,4500,4900,7200,7500,7500,1784,0,150,362.80513284753505,26.947199999995064,7548.77149999993,15973.836322869955
1780939294,100,,Aggregated,45.800000,0.000000,150,160,160,170,230,2500,4500,4900,7200,7500,7500,1828,0,150,357.00112396061337,26.947199999995064,7548.77149999993,16028.088621444202
1780939295,100,,Aggregated,46.100000,0.000000,150,160,160,170,230,2500,4400,4900,7200,7500,7500,1874,0,150,351.04539194237077,26.947199999995064,7548.77149999993,16099.132337246532
1780939296,100,,Aggregated,46.400000,0.000000,150,160,160,170,230,2400,4300,4900,7200,7500,7500,1916,0,150,346.0340479123184,26.947199999995064,7548.77149999993,16098.758350730688
1780939297,100,,Aggregated,46.000000,0.000000,150,160,160,170,230,2300,4300,4900,7200,7500,7500,1966,0,150,342.9374397253309,26.947199999995064,7548.77149999993,16226.695320447609
1780939298,100,,Aggregated,46.000000,0.000000,150,160,160,170,230,2200,4300,4900,7100,7500,7500,2009,0,150,339.22488775510215,26.947199999995064,7548.77149999993,16337.5550024888
1780939299,100,,Aggregated,44.900000,0.000000,150,160,160,170,230,2100,4300,4900,7100,7500,7500,2050,0,150,334.92773473170774,26.947199999995064,7548.77149999993,16308.478536585366
1780939300,100,,Aggregated,45.400000,0.000000,150,160,160,160,220,2000,4300,4900,7100,7500,7500,2091,0,150,330.5136829746528,26.853400000163674,7548.77149999993,16350.086083213773
1780939301,100,,Aggregated,44.600000,0.000000,150,160,160,170,220,1900,4300,4900,7100,7500,7500,2139,0,150,326.5588548854599,26.853400000163674,7548.77149999993,16340.947639083684
1780939302,100,,Aggregated,44.600000,0.000000,150,160,160,170,220,1800,4300,4900,7100,7500,7500,2181,0,150,324.69466817973347,26.853400000163674,7548.77149999993,16266.17790004585
