Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780939147,10,,Aggregated,3.800000,0.000000,160,170,220,230,330,3000,4000,4000,4000,4000,4000,91,0,160,406.4856703297075,30.192100000022037,4016.835699999774,13855.153846153846
1780939148,10,,Aggregated,3.900000,0.000000,160,170,220,230,330,3000,4000,4000,4000,4000,4000,94,0,160,397.5029148936533,30.192100000022037,4016.835699999774,13905.617021276596
1780939149,10,,Aggregated,3.900000,0.000000,160,170,220,230,330,3000,4000,4000,4000,4000,4000,98,0,160,388.8618112245267,30.192100000022037,4016.835699999774,13382.897959183674
1780939150,10,,Aggregated,3.900000,0.000000,160,170,210,220,280,2700,3900,4000,4000,4000,4000,106,0,160,366.85710094343017,30.186999999841646,4016.835699999774,14060.084905660377
1780939151,10,,Aggregated,3.700000,0.000000,160,170,210,220,280,2700,3900,4000,4000,4000,4000,109,0,160,361.17449908259556,30.186999999841646,4016.835699999774,13699.467889908257
1780939152,10,,Aggregated,4.000000,0.000000,160,170,190,220,270,2700,3900,4000,4000,4000,4000,115,0,160,349.94188347828117,30.186999999841646,4016.835699999774,13412.53043478261
1780939153,10,,Aggregated,4.400000,0.000000,160,170,190,220,270,2700,3900,4000,4000,4000,4000,117,0,160,346.6282658119842,30.186999999841646,4016.835699999774,13197.589743589744
1780939154,10,,Aggregated,4.600000,0.000000,160,170,190,220,260,2500,3900,4000,4000,4000,4000,123,0,160,334.0363268292803,30.186999999841646,4016.835699999774,14003.373983739837
1780939155,10,,Aggregated,5.000000,0.000000,160,170,180,210,260,2500,3900,4000,4000,4000,4000,129,0,160,324.0864736434234,30.186999999841646,4016.835699999774,14073.077519379845
1780939156,10,,Aggregated,4.500000,0.000000,160,170,180,210,250,2500,3900,4000,4000,4000,4000,132,0,160,320.4868106060742,30.186999999841646,4016.835699999774,13770.431818181818
1780939157,10,,Aggregated,4.900000,0.000000,160,170,180,210,250,2500,3900,4000,4000,4000,4000,137,0,160,313.98316131388265,30.186999999841646,4016.835699999774,13612.92700729927
1780939158,10,,Aggregated,4.700000,0.000000,160,170,180,210,240,1100,3900,4000,4000,4000,4000,141,0,160,309.0477624113614,30.186999999841646,4016.835699999774,13562.262411347518
1780939159,10,,Aggregated,4.600000,0.000000,160,170,180,210,240,1100,3900,4000,4000,4000,4000,148,0,160,300.7439054054188,30.186999999841646,4016.835699999774,13796.952702702703
1780939160,10,,Aggregated,4.700000,0.000000,160,170,170,200,230,1100,3300,4000,4000,4000,4000,152,0,160,294.7075644736997,30.186999999841646,4016.835699999774,14310.697368421053
1780939161,10,,Aggregated,4.700000,0.000000,160,170,170,190,230,1100,3300,4000,4000,4000,4000,157,0,160,290.47791401275083,30.186999999841646,4016.835699999774,13885.636942675159
1780939162,10,,Aggregated,4.800000,0.000000,160,170,170,190,230,550,3300,4000,4000,4000,4000,161,0,160,287.23362236025946,30.186999999841646,4016.835699999774,13788.987577639751
1780939163,10,,Aggregated,4.600000,0.000000,160,170,170,190,230,550,3300,4000,4000,4000,4000,167,0,160,281.221259880251,30.186999999841646,4016.835699999774,14099.305389221558
1780939164,10,,Aggregated,4.700000,0.000000,160,170,170,200,230,550,3300,4000,4000,4000,4000,170,0,160,279.8264047058956,30.186999999841646,4016.835699999774,13856.7
1780939165,10,,Aggregated,4.600000,0.000000,160,170,170,190,230,550,3300,4000,4000,4000,4000,176,0,160,274.3241869318248,30.186999999841646,4016.835699999774,13901.642045454546
1780939166,10,,Aggregated,4.900000,0.000000,160,170,170,190,230,330,3300,4000,4000,4000,4000,181,0,160,270.57132707182916,30.186999999841646,4016.835699999774,13781.265193370165
1780939167,10,,Aggregated,4.600000,0.000000,160,170,170,190,230,330,3300,4000,4000,4000,4000,183,0,160,269.381766666674,30.186999999841646,4016.835699999774,13647.22950819672
1780939168,10,,Aggregated,4.900000,0.000000,160,170,170,190,230,330,3300,4000,4000,4000,4000,189,0,160,265.25245396826165,30.186999999841646,4016.835699999774,13473.089947089948
1780939169,10,,Aggregated,4.900000,0.000000,160,170,170,190,230,330,3300,4000,4000,4000,4000,192,0,160,263.6391046875082,30.186999999841646,4016.835699999774,13281.348958333334
1780939170,10,,Aggregated,4.500000,0.000000,160,170,170,190,230,330,3300,4000,4000,4000,4000,197,0,160,261.35571827411854,30.186999999841646,4016.835699999774,13331.284263959391
1780939171,10,,Aggregated,4.700000,0.000000,160,170,170,190,230,330,3300,4000,4000,4000,4000,200,0,160,259.5897695000095,30.186999999841646,4016.835699999774,13361.45
1780939172,10,,Aggregated,4.300000,0.000000,160,170,170,180,230,280,3000,3900,4000,4000,4000,207,0,160,255.02768502416032,30.186999999841646,4016.835699999774,13352.497584541063
1780939174,10,,Aggregated,4.600000,0.000000,160,170,170,180,230,280,3000,3900,4000,4000,4000,212,0,160,251.64175613208081,30.186999999841646,4016.835699999774,13466.283018867925
1780939175,10,,Aggregated,4.400000,0.000000,160,170,170,180,230,280,3000,3900,4000,4000,4000,214,0,160,251.0432509345843,30.186999999841646,4016.835699999774,13343.44859813084
1780939176,10,,Aggregated,4.600000,0.000000,160,170,170,180,230,280,3000,3900,4000,4000,4000,220,0,160,248.0378386363675,30.186999999841646,4016.835699999774,13209.845454545455
1780939177,10,,Aggregated,4.400000,0.000000,160,170,170,180,230,270,3000,3900,4000,4000,4000,224,0,160,246.01097723214556,30.186999999841646,4016.835699999774,13345.861607142857
1780939178,10,,Aggregated,4.400000,0.000000,160,170,170,180,230,270,3000,3900,4000,4000,4000,229,0,160,243.01611004366868,28.678600000148435,4016.835699999774,13446.375545851528
1780939179,10,,Aggregated,4.200000,0.000000,160,170,170,180,230,270,3000,3900,4000,4000,4000,231,0,160,242.67421688311666,28.678600000148435,4016.835699999774,13339.770562770564
1780939180,10,,Aggregated,4.600000,0.000000,160,170,170,180,230,270,3000,3900,4000,4000,4000,237,0,160,239.1634109704632,28.678600000148435,4016.835699999774,13572.523206751055
1780939181,10,,Aggregated,4.600000,0.000000,160,170,170,180,230,270,3000,3900,4000,4000,4000,239,0,160,238.00968451882767,28.678600000148435,4016.835699999774,13647.31380753138
